classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::jdt::internal::compiler::lookup::Binding ; 16.2655 ; 0.00987753 ; 0.183381 ; 8.37704 ; 0.313923 ; 
org::eclipse::jdt::core::dom::DoStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::util::GenericXMLWriter ; 3.0444 ; 0.0146929 ; 0.00675144 ; 0.079878 ; 0.00390605 ; 
org::eclipse::jdt::internal::core::Region ; 7.25379 ; 0.0102321 ; 0.0118542 ; 0.17587 ; 0.00251882 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistCompilationUnit ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::BatchOperation ; 6.94335 ; 0.00298956 ; 0.00976588 ; 0.162444 ; 0.00112919 ; 
org::eclipse::jdt::internal::core::JarPackageFragmentRoot ; 16.2509 ; 0.0459416 ; 0.207098 ; 8.42968 ; 0.387258 ; 
org::eclipse::jdt::internal::codeassist::CompletionEngine ; 48.228 ; 1.91567 ; 0.297747 ; 9.3016 ; 0.573765 ; 
org::eclipse::jdt::internal::compiler::ast::TryStatement ; 22.8522 ; 0.219143 ; 0.0417087 ; 0.56581 ; 0.0265101 ; 
org::eclipse::jdt::internal::compiler::lookup::ParameterizedGenericMethodBinding ; 31.4543 ; 0.190234 ; 0.19938 ; 8.7335 ; 0.335058 ; 
org::eclipse::jdt::core::dom::Javadoc ; 6.84846 ; 0.00393189 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::core::ElementCache ; 8.14238 ; 0.00830037 ; 0.125977 ; 8.0855 ; 0.15785 ; 
org::eclipse::jdt::internal::compiler::lookup::ReferenceBinding ; 37.0956 ; 0.177573 ; 0.210879 ; 8.87905 ; 0.330973 ; 
org::eclipse::jdt::core::dom::InfixExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocAllocationExpression ; 4.01609 ; 9.9479e-4 ; 0.00836727 ; 0.103132 ; 0.00589837 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfInt ; 3.9771 ; 0.00236469 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::compiler::env::ClassSignature ; 1.06049 ; 6.78105e-4 ; 0.00371141 ; 0.0316289 ; 0.00673218 ; 
org::eclipse::jdt::internal::formatter::CodeFormatterVisitor ; 38.6091 ; 0.189006 ; 0.141039 ; 1.11559 ; 0.29541 ; 
org::eclipse::jdt::internal::core::util::ParameterAnnotation ; 5.53745 ; 0.00248193 ; 0.00809341 ; 0.130716 ; 0.00109711 ; 
org::eclipse::jdt::internal::compiler::ast::LabeledStatement ; 12.7023 ; 0.024178 ; 0.148845 ; 8.23331 ; 0.230898 ; 
org::eclipse::jdt::core::dom::NormalAnnotation ; 5.59671 ; 0.00386532 ; 0.149865 ; 8.07898 ; 0.23097 ; 
org::eclipse::jdt::core::dom::BlockComment ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::util::SimpleWordSet ; 4.07501 ; 0.00245303 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::AnnotationMethodDeclaration ; 7.51373 ; 0.00670714 ; 0.0108253 ; 0.176986 ; 0.0010655 ; 
org::eclipse::jdt::core::search::ReferenceMatch ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistSourceField ; 1.29357 ; 0.00458412 ; 0.0546777 ; 0.153793 ; 0.11188 ; 
org::eclipse::jdt::core::dom::DefaultASTVisitor ; 7.76307 ; 0.123284 ; 0.0169774 ; 0.201121 ; 0.0158315 ; 
org::eclipse::jdt::internal::core::JavaElementDeltaBuilder ; 11.7544 ; 0.0498364 ; 0.134947 ; 8.18128 ; 0.172188 ; 
org::eclipse::jdt::internal::core::ClassFileWorkingCopy ; 11.2467 ; 0.0615187 ; 0.141369 ; 8.18253 ; 0.201912 ; 
org::eclipse::jdt::internal::compiler::ast::AllocationExpression ; 24.5715 ; 0.0686667 ; 0.177189 ; 8.54178 ; 0.276803 ; 
org::eclipse::jdt::internal::compiler::SourceElementNotifier ; 1.09529 ; 0.00232389 ; 0.0246875 ; 0.0735047 ; 0.0773417 ; 
org::eclipse::jdt::core::dom::ASTVisitor ; 7.97103 ; 0.0153458 ; 0.0148224 ; 0.198091 ; 0.00942904 ; 
org::eclipse::jdt::internal::core::util::BindingKeyParser ; 20.0781 ; 0.254233 ; 0.165402 ; 8.42492 ; 0.251941 ; 
org::eclipse::jdt::core::dom::Modifier ; 7.27499 ; 0.0490958 ; 0.153141 ; 8.12186 ; 0.231652 ; 
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEvent ; 4.07501 ; 0.00196346 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::util::MethodInfo ; 4.8759 ; 0.0022644 ; 0.00711917 ; 0.114995 ; 0.00104293 ; 
org::eclipse::jdt::internal::core::builder::AbstractImageBuilder ; 36.8083 ; 0.297852 ; 0.223532 ; 8.89567 ; 0.354999 ; 
org::eclipse::jdt::internal::compiler::ast::NullLiteral ; 9.14824 ; 0.00318961 ; 0.0148253 ; 0.221303 ; 0.00339668 ; 
org::eclipse::jdt::internal::compiler::flow::InsideSubRoutineFlowContext ; 5.25685 ; 0.00569738 ; 0.00790131 ; 0.125004 ; 0.0010311 ; 
org::eclipse::jdt::internal::compiler::util::ObjectVector ; 7.10696 ; 0.00527875 ; 0.127566 ; 8.06834 ; 0.17271 ; 
org::eclipse::jdt::core::dom::AnonymousClassDeclaration ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::ast::QualifiedTypeReference ; 25.0807 ; 0.0200452 ; 0.20111 ; 8.60286 ; 0.345685 ; 
org::eclipse::jdt::internal::compiler::ast::OR_OR_Expression ; 12.0762 ; 0.0159521 ; 0.019818 ; 0.291856 ; 0.00865566 ; 
org::eclipse::jdt::internal::core::util::SourceFileAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::Expression ; 2.96868 ; 0.0126497 ; 0.0034669 ; 0.0667091 ; 6.29834e-5 ; 
org::eclipse::jdt::internal::compiler::util::Messages ; 11.6815 ; 0.0310828 ; 0.147029 ; 8.20478 ; 0.219187 ; 
org::eclipse::jdt::internal::core::CopyElementsOperation ; 17.8759 ; 0.0131251 ; 0.151972 ; 8.34094 ; 0.208135 ; 
org::eclipse::jdt::internal::compiler::ast::SynchronizedStatement ; 15.2779 ; 0.0443422 ; 0.0322277 ; 0.391872 ; 0.0299632 ; 
org::eclipse::jdt::internal::core::RenameElementsOperation ; 7.42989 ; 0.00344595 ; 0.0111101 ; 0.175082 ; 0.00513063 ; 
org::eclipse::jdt::internal::core::jdom::DOMImport ; 6.92698 ; 0.00376086 ; 0.0097273 ; 0.161994 ; 0.00112517 ; 
org::eclipse::jdt::internal::compiler::ast::SingleTypeReference ; 13.4078 ; 0.0102507 ; 0.153461 ; 8.25459 ; 0.25148 ; 
org::eclipse::jdt::internal::codeassist::InternalCompletionProposal ; 10.0703 ; 0.0756812 ; 0.014064 ; 0.235473 ; 0.00119597 ; 
org::eclipse::jdt::internal::compiler::ast::UnaryExpression ; 17.3206 ; 0.0231784 ; 0.140628 ; 8.30766 ; 0.157463 ; 
org::eclipse::jdt::core::dom::ASTRecoveryPropagator ; 8.11626 ; 0.0626451 ; 0.169647 ; 8.18048 ; 0.299608 ; 
org::eclipse::jdt::core::Flags ; 7.83265 ; 0.00868952 ; 0.154022 ; 8.13529 ; 0.231786 ; 
org::eclipse::jdt::internal::core::CreatePackageDeclarationOperation ; 11.9751 ; 0.0144735 ; 0.142277 ; 8.19773 ; 0.205538 ; 
org::eclipse::jdt::internal::compiler::problem::AbortMethod ; 4.08525 ; 0.00155648 ; 0.00599796 ; 0.0965694 ; 7.52173e-4 ; 
org::eclipse::jdt::internal::core::JavaElementDelta ; 10.3083 ; 0.0234571 ; 0.136885 ; 8.15721 ; 0.192711 ; 
org::eclipse::jdt::core::dom::WhileStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::core::dom::InstanceofExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::impl::CharConstant ; 6.77104 ; 0.00334607 ; 0.0101348 ; 0.160922 ; 0.00120756 ; 
org::eclipse::jdt::internal::compiler::lookup::LocalTypeBinding ; 19.5989 ; 0.0747923 ; 0.0395532 ; 0.491817 ; 0.0502912 ; 
org::eclipse::jdt::internal::compiler::impl::CompilerOptions ; 36.059 ; 0.229668 ; 0.134495 ; 1.04934 ; 0.32745 ; 
org::eclipse::jdt::internal::core::eval::RequestorWrapper ; 8.6406 ; 0.00467795 ; 0.0155542 ; 0.213761 ; 0.00741533 ; 
org::eclipse::jdt::internal::compiler::parser::ScannerHelper ; 8.02975 ; 0.0405738 ; 0.124585 ; 8.08011 ; 0.150244 ; 
org::eclipse::jdt::internal::core::search::matching::MultiTypeDeclarationPattern ; 12.7087 ; 0.040186 ; 0.138954 ; 8.21217 ; 0.179479 ; 
org::eclipse::jdt::internal::core::SelectionRequestor ; 21.0102 ; 0.17533 ; 0.146891 ; 8.39244 ; 0.213129 ; 
org::eclipse::jdt::core::dom::FieldDeclaration ; 8.43242 ; 0.0070524 ; 0.153579 ; 8.14429 ; 0.231202 ; 
org::eclipse::jdt::internal::eval::GlobalVariable ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::MemberValuePairBinding ; 3.42644 ; 0.00818911 ; 0.00934984 ; 0.0947131 ; 0.0116323 ; 
org::eclipse::jdt::internal::core::hierarchy::TypeHierarchy ; 18.5538 ; 0.0466464 ; 0.0384879 ; 0.471849 ; 0.0412559 ; 
org::eclipse::jdt::internal::compiler::lookup::ParameterizedTypeBinding ; 35.6247 ; 0.252619 ; 0.228898 ; 8.8842 ; 0.392024 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnArgumentName ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::eval::CodeSnippetTypeDeclaration ; 7.94507 ; 0.0105621 ; 0.0179755 ; 0.207851 ; 0.0171984 ; 
org::eclipse::jdt::internal::eval::EvaluationResult ; 4.08525 ; 0.00266665 ; 0.00599796 ; 0.0965694 ; 7.52173e-4 ; 
org::eclipse::jdt::internal::core::search::indexing::IndexingParser ; 1.29561 ; 0.00162808 ; 0.00438967 ; 0.0382717 ; 0.00748615 ; 
org::eclipse::jdt::core::JDTCompilerAdapter ; 15.5832 ; 0.0632826 ; 0.0248605 ; 0.375188 ; 0.00633314 ; 
org::eclipse::jdt::internal::codeassist::CompletionRequestorWrapper ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::CreateElementInCUOperation ; 9.44761 ; 0.0373517 ; 0.141003 ; 8.14618 ; 0.209916 ; 
org::eclipse::jdt::internal::core::dom::rewrite::ListRewriteEvent ; 6.63337 ; 0.00856741 ; 0.12672 ; 8.05657 ; 0.172517 ; 
org::eclipse::jdt::core::dom::Assignment ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::core::dom::NullLiteral ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::JavaElement ; 25.1307 ; 0.054415 ; 0.130358 ; 0.813583 ; 0.271534 ; 
org::eclipse::jdt::internal::formatter::comment::CommentLine ; 4.39643 ; 0.00131187 ; 0.00694141 ; 0.105923 ; 9.51748e-4 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMessageSend ; 10.696 ; 0.00818072 ; 0.0153949 ; 0.251793 ; 0.00167655 ; 
org::eclipse::jdt::core::dom::ArrayInitializer ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistTypeParameter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::formatter::align::AlignmentException ; 1.70656 ; 0.0017135 ; 0.00197306 ; 0.038262 ; 3.30855e-5 ; 
org::eclipse::jdt::core::CompletionFlags ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::compiler::CategorizedProblem ; 8.58795 ; 0.0350625 ; 0.129181 ; 8.10498 ; 0.161803 ; 
org::eclipse::jdt::internal::compiler::ast::AbstractMethodDeclaration ; 24.8564 ; 0.0343974 ; 0.0731596 ; 0.684112 ; 0.163427 ; 
org::eclipse::jdt::internal::core::util::Messages ; 19.8025 ; 0.0131943 ; 0.173451 ; 8.43364 ; 0.283964 ; 
org::eclipse::jdt::internal::core::CreateFieldOperation ; 10.984 ; 0.017524 ; 0.138206 ; 8.16614 ; 0.198805 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocQualifiedTypeReference ; 1.5732 ; 6.42829e-4 ; 0.00228336 ; 0.0371667 ; 1.77449e-4 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnLocalName ; 6.20089 ; 0.00315735 ; 0.00928109 ; 0.147285 ; 0.0012587 ; 
org::eclipse::jdt::core::dom::rewrite::ImportRewrite ; 8.98775 ; 0.0201628 ; 0.0214348 ; 0.239577 ; 0.0192268 ; 
org::eclipse::jdt::core::formatter::CodeFormatterApplication ; 12.4195 ; 0.0559249 ; 0.188628 ; 8.31314 ; 0.333078 ; 
org::eclipse::jdt::internal::core::BecomeWorkingCopyOperation ; 5.41015 ; 0.00258936 ; 0.00824376 ; 0.129025 ; 0.00123329 ; 
org::eclipse::jdt::internal::compiler::lookup::UnresolvedAnnotationBinding ; 3.3409 ; 0.0140805 ; 0.00691689 ; 0.0860835 ; 0.003211 ; 
org::eclipse::jdt::core::compiler::batch::BatchCompiler ; 2.2601 ; 0.00523323 ; 0.0541016 ; 0.159449 ; 0.160724 ; 
org::eclipse::jdt::internal::core::util::SimpleDocument ; 5.1154 ; 0.00225268 ; 0.00769445 ; 0.121597 ; 0.00113041 ; 
org::eclipse::jdt::internal::core::search::matching::ConstructorPattern ; 21.3849 ; 0.0658474 ; 0.163583 ; 8.44618 ; 0.241107 ; 
org::eclipse::jdt::core::dom::RecoveredTypeBinding ; 7.87568 ; 0.0916432 ; 0.158058 ; 8.15727 ; 0.257149 ; 
org::eclipse::jdt::internal::compiler::ast::CastExpression ; 34.6202 ; 0.364933 ; 0.240895 ; 8.88345 ; 0.426885 ; 
org::eclipse::jdt::internal::core::ClassFileInfo ; 7.49694 ; 0.0123853 ; 0.0113635 ; 0.178442 ; 0.00189122 ; 
org::eclipse::jdt::internal::core::DeltaProcessor ; 41.3943 ; 0.285085 ; 0.27896 ; 9.11903 ; 0.551144 ; 
org::eclipse::jdt::core::dom::TypeDeclaration ; 10.2923 ; 0.0142698 ; 0.159054 ; 8.19704 ; 0.238091 ; 
org::eclipse::jdt::internal::compiler::codegen::ConstantPool ; 18.4276 ; 0.287335 ; 0.0361438 ; 0.463579 ; 0.0301626 ; 
org::eclipse::jdt::core::dom::VariableDeclarationExpression ; 6.84846 ; 0.00555974 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::compiler::classfmt::ElementValuePairInfo ; 3.5829 ; 0.00887415 ; 0.0071975 ; 0.0904768 ; 0.00699945 ; 
org::eclipse::jdt::internal::compiler::util::FloatUtil ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::lookup::NestedTypeBinding ; 10.9152 ; 0.00426889 ; 0.131131 ; 8.15351 ; 0.164666 ; 
org::eclipse::jdt::internal::core::ResolvedSourceField ; 9.52046 ; 0.00632507 ; 0.136956 ; 8.13496 ; 0.199171 ; 
org::eclipse::jdt::internal::compiler::SourceElementRequestorAdapter ; 13.0619 ; 0.015381 ; 0.183885 ; 8.31531 ; 0.361134 ; 
org::eclipse::jdt::internal::codeassist::InternalExtendedCompletionContext ; 2.38886 ; 0.00820623 ; 0.0793652 ; 0.227298 ; 0.189222 ; 
org::eclipse::jdt::internal::compiler::ast::AbstractVariableDeclaration ; 6.20089 ; 0.00339463 ; 0.00928109 ; 0.147285 ; 0.0012587 ; 
org::eclipse::jdt::core::dom::AnnotationTypeMemberDeclaration ; 6.84846 ; 0.00402638 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::compiler::parser::TypeConverter ; 1.47165 ; 0.00752785 ; 0.112489 ; 7.91776 ; 0.140566 ; 
org::eclipse::jdt::internal::core::util::VerificationInfo ; 2.36846 ; 0.0012291 ; 0.00424624 ; 0.058891 ; 9.97772e-4 ; 
org::eclipse::jdt::internal::core::SimpleDelta ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistSourceMethod ; 1.29357 ; 0.00458412 ; 0.0546777 ; 0.153793 ; 0.11188 ; 
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfo ; 7.26753 ; 0.0177741 ; 0.014114 ; 0.182148 ; 0.0122915 ; 
org::eclipse::jdt::internal::core::search::matching::IntersectingPattern ; 2.50899 ; 0.0024698 ; 0.117103 ; 7.95108 ; 0.152675 ; 
org::eclipse::jdt::internal::compiler::problem::AbortCompilationUnit ; 4.66145 ; 0.00205793 ; 0.00697458 ; 0.1107 ; 9.26621e-4 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnArgumentName ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::NamingConventions ; 9.2993 ; 0.0149074 ; 0.156486 ; 8.17119 ; 0.232187 ; 
org::eclipse::jdt::internal::core::OverflowingLRUCache ; 10.9911 ; 0.0104477 ; 0.0183702 ; 0.266788 ; 0.00786623 ; 
org::eclipse::jdt::internal::core::SourceMethodElementInfo ; 8.12446 ; 0.00707368 ; 0.128171 ; 8.09027 ; 0.169516 ; 
org::eclipse::jdt::internal::core::util::FieldInfo ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::formatter::FormatJavadoc ; 1.15638 ; 0.00335553 ; 0.0339097 ; 0.0945119 ; 0.0903414 ; 
org::eclipse::jdt::internal::compiler::codegen::IntegerCache ; 6.34778 ; 0.0203183 ; 0.00914118 ; 0.14946 ; 9.59955e-4 ; 
org::eclipse::jdt::core::search::PackageReferenceMatch ; 6.65039 ; 0.0129717 ; 0.1389 ; 8.07985 ; 0.211979 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredMethod ; 19.1826 ; 0.0874993 ; 0.211232 ; 8.50193 ; 0.406604 ; 
org::eclipse::jdt::internal::core::search::matching::MethodPattern ; 19.2708 ; 0.0672433 ; 0.158898 ; 8.39042 ; 0.239233 ; 
org::eclipse::jdt::internal::core::eval::EvaluationContextWrapper ; 10.302 ; 0.00680713 ; 0.140507 ; 8.16145 ; 0.204442 ; 
org::eclipse::jdt::internal::compiler::flow::InitializationFlowContext ; 3.97098 ; 0.00137406 ; 0.00571821 ; 0.0934537 ; 6.43748e-4 ; 
org::eclipse::jdt::internal::compiler::ast::Assignment ; 27.6825 ; 0.0693473 ; 0.175178 ; 8.5986 ; 0.246966 ; 
org::eclipse::jdt::internal::compiler::lookup::TypeVariableBinding ; 27.3456 ; 0.203669 ; 0.0544016 ; 0.68651 ; 0.0608113 ; 
org::eclipse::jdt::internal::core::util::RecordedParsingInformation ; 4.08525 ; 0.00174151 ; 0.00599796 ; 0.0965694 ; 7.52173e-4 ; 
org::eclipse::jdt::core::formatter::CodeFormatter ; 10.425 ; 0.0414655 ; 0.0680079 ; 0.362124 ; 0.174383 ; 
org::eclipse::jdt::internal::compiler::ast::MagicLiteral ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::BufferCache ; 6.85444 ; 0.00690273 ; 0.012161 ; 0.168806 ; 0.00614579 ; 
org::eclipse::jdt::internal::compiler::classfmt::AnnotationInfo ; 6.92842 ; 0.0612419 ; 0.0133038 ; 0.173252 ; 0.0111168 ; 
org::eclipse::jdt::core::dom::rewrite::ListRewrite ; 8.43424 ; 0.0220729 ; 0.016745 ; 0.20741 ; 0.0311083 ; 
org::eclipse::jdt::internal::formatter::FormatJavadocReference ; 1.15638 ; 0.00671106 ; 0.0339097 ; 0.0945119 ; 0.0903414 ; 
org::eclipse::jdt::internal::core::CreateInitializerOperation ; 8.7196 ; 0.0103796 ; 0.13446 ; 8.11095 ; 0.198195 ; 
org::eclipse::jdt::internal::core::dom::rewrite::TokenScanner ; 9.17374 ; 0.0244922 ; 0.0137813 ; 0.218186 ; 0.00175582 ; 
org::eclipse::jdt::internal::core::builder::AbortIncrementalBuildException ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ReadManager ; 1.29357 ; 0.02821 ; 0.0546777 ; 0.153793 ; 0.11188 ; 
org::eclipse::jdt::core::search::SearchMatch ; 8.50274 ; 0.0179792 ; 0.0126505 ; 0.20134 ; 0.00232833 ; 
org::eclipse::jdt::core::dom::rewrite::TargetSourceRangeComputer ; 5.76357 ; 0.0033812 ; 0.00694314 ; 0.130415 ; 1.63011e-4 ; 
org::eclipse::jdt::internal::core::index::DiskIndex ; 30.0415 ; 0.50624 ; 0.0796126 ; 0.808926 ; 0.139015 ; 
org::eclipse::jdt::internal::core::JarEntryDirectory ; 1.28741 ; 0.00960715 ; 0.00383928 ; 0.0366484 ; 0.00497812 ; 
org::eclipse::jdt::internal::eval::CodeSnippetReturnStatement ; 7.10146 ; 0.00215478 ; 0.0103925 ; 0.167908 ; 0.00107472 ; 
org::eclipse::jdt::internal::core::util::RuntimeVisibleParameterAnnotationsAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::impl::LongConstant ; 6.77104 ; 0.0038975 ; 0.0101348 ; 0.160922 ; 0.00120756 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredType ; 13.767 ; 0.0777294 ; 0.174419 ; 8.30487 ; 0.283637 ; 
org::eclipse::jdt::internal::compiler::lookup::SyntheticArgumentBinding ; 5.52652 ; 0.00194086 ; 0.00743479 ; 0.128104 ; 5.1969e-4 ; 
org::eclipse::jdt::core::CompletionRequestor ; 13.4356 ; 0.0592824 ; 0.152499 ; 8.25572 ; 0.234762 ; 
org::eclipse::jdt::core::search::TypeDeclarationMatch ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedAllocationExpression ; 9.07976 ; 0.0364784 ; 0.138342 ; 8.13654 ; 0.206874 ; 
org::eclipse::jdt::internal::compiler::ast::EqualExpression ; 19.5457 ; 0.146333 ; 0.0353735 ; 0.481707 ; 0.0264227 ; 
org::eclipse::jdt::internal::core::jdom::CompilationUnit ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::search::matching::ConstructorLocator ; 15.1101 ; 0.0715118 ; 0.0222834 ; 0.357444 ; 0.00316702 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredUnit ; 10.2014 ; 0.0294259 ; 0.168149 ; 8.21769 ; 0.278803 ; 
org::eclipse::jdt::internal::core::dom::rewrite::LineInformation ; 2.36846 ; 0.00164367 ; 0.00424624 ; 0.058891 ; 9.97772e-4 ; 
org::eclipse::jdt::internal::core::TypeParameterElementInfo ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::eval::CodeSnippetMessageSend ; 16.9073 ; 0.0231798 ; 0.0377267 ; 0.434154 ; 0.0600236 ; 
org::eclipse::jdt::core::dom::EnumDeclaration ; 6.84846 ; 0.0039412 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::core::search::LocalVariableDeclarationMatch ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnSingleTypeReference ; 12.52 ; 0.0104265 ; 0.15457 ; 8.23554 ; 0.22626 ; 
org::eclipse::jdt::core::dom::PostfixExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::search::indexing::IndexRequest ; 6.91346 ; 0.00445836 ; 0.126527 ; 8.06267 ; 0.167892 ; 
org::eclipse::jdt::internal::core::util::AnnotationDefaultAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::TryStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::core::dom::VariableDeclaration ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodTypeParameter ; 7.8386 ; 0.00317177 ; 0.0117569 ; 0.186314 ; 0.00155339 ; 
org::eclipse::jdt::internal::compiler::ast::MarkerAnnotation ; 7.45849 ; 0.00544107 ; 0.142888 ; 8.10783 ; 0.218801 ; 
org::eclipse::jdt::internal::compiler::ast::FloatLiteral ; 7.15525 ; 0.00405507 ; 0.0122526 ; 0.175244 ; 0.00382225 ; 
org::eclipse::jdt::internal::compiler::ast::WhileStatement ; 13.1474 ; 0.0101474 ; 0.0202653 ; 0.314168 ; 0.00408813 ; 
org::eclipse::jdt::internal::formatter::DefaultCodeFormatterOptions ; 24.8471 ; 0.131827 ; 0.0835501 ; 0.697371 ; 0.177968 ; 
org::eclipse::jdt::internal::core::ClasspathValidation ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::lookup::ProblemPackageBinding ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::search::JavaSearchDocument ; 8.50582 ; 0.00394471 ; 0.0112045 ; 0.196128 ; 8.08764e-4 ; 
org::eclipse::jdt::core::dom::Statement ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::Statement ; 12.6182 ; 0.00885143 ; 0.017605 ; 0.294949 ; 0.00151076 ; 
org::eclipse::jdt::core::dom::ImportDeclaration ; 8.43242 ; 0.00830014 ; 0.153579 ; 8.14429 ; 0.231202 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldReference ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::PackageDeclaration ; 8.73596 ; 0.0045169 ; 0.134499 ; 8.1114 ; 0.198199 ; 
org::eclipse::jdt::core::dom::CompilationUnitResolver ; 29.1299 ; 0.13892 ; 0.209644 ; 8.70001 ; 0.347551 ; 
